sequence_id,published_date,title,caption,instagram_url,content_category,dish_name,sweet_savory,food_type,ingredients_text,instructions_text,has_recipe
210,19/04/2026,אנחנו ממשיכים בסדרת הדייטים שלנו והפעם האות ו׳ דייט משחקי וידאו,"אנחנו ממשיכים בסדרת הדייטים שלנו והפעם האות ו׳ דייט משחקי וידאו 🎮 👾
תתייגו את הפרטנר שלכם לערב כזה 👇🏻💘",https://www.instagram.com/reel/DXUO5ikIc9J/,DATE,,,,,,
211,24/04/2026,הפרק התשיעי בסדרה שלנו,"הפרק התשיעי בסדרה שלנו 
״איך לשדרג עוגת ביסקוויטים״ והפעם- כדורי עוגת ביסקוויטים 😍 
זה ממכר זה טעים וזה פשוט כמו גרעינים 
אהבתם? תגיבו ״מתכון״ וישר אשלח לכם אותו 💘",https://www.instagram.com/reel/DXgRw3JoY52/,FOOD,כדורי עוגת ביסקוויטים,SWEET,עוגת ביסקוויטים,,,NO
212,27/04/2026,ברוכים הבאים לסדרה החדשה שלי ״שלוק של קיץ ”,"⁨	ברוכים הבאים לסדרה החדשה שלי ״שלוק של קיץ ☀️”
והפעם – קפה קר קרמל

מצרכים לקרמל:
100 גרם סוכר
50 מ״ל שמנת מתוקה חמה
25 גרם חמאה
קורט מלח (לא חובה)

אופן הכנת הקרמל:
בסיר או מחבת שמים את הסוכר ומחממים על אש בינונית עד שהוא נמס והופך לנוזל בצבע ענברי. אין צורך לערבב עם כף – רק לנענע בעדינות את הכלי.
כשהסוכר נמס לגמרי, מוסיפים בזהירות את השמנת החמה (מחממים כמה שניות במיקרו) ומערבבים היטב.
מוסיפים את החמאה וקורט מלח (לא חובה), ומערבבים עד שמתקבל קרמל חלק.
נותנים לקרמל להתקרר מעט עד שהוא סמיך אך עדיין נוזלי.

מתקבלת כמות גדולה – ניתן לשמור במקרר או במקפיא לשימוש חוזר.

לקצפת:
150 מ״ל שמנת מתוקה
כף אינסטנט פודינג
כף סוכר

מצרכים לקפה:
קרח
חלב
שוט אספרסו
קרמל (מההכנה)

הרכבה:
מקשטים את הכוס בקרמל, מוסיפים קרח, חלב ושוט אספרסו.
מזלפים מעל קצפת, מקשטים בקרמל ונהנים מכל שלוק 🤤🩷⁩",https://www.instagram.com/reel/DXoyXt1ooZe/,FOOD,קפה קר קרמל,SWEET,משקה,"מצרכים לקרמל:
100 גרם סוכר
50 מ״ל שמנת מתוקה חמה
25 גרם חמאה
קורט מלח (לא חובה)","אופן הכנת הקרמל:
בסיר או מחבת שמים את הסוכר ומחממים על אש בינונית עד שהוא נמס והופך לנוזל בצבע ענברי. אין צורך לערבב עם כף – רק לנענע בעדינות את הכלי.
כשהסוכר נמס לגמרי, מוסיפים בזהירות את השמנת החמה (מחממים כמה שניות במיקרו) ומערבבים היטב.
מוסיפים את החמאה וקורט מלח (לא חובה), ומערבבים עד שמתקבל קרמל חלק.
נותנים לקרמל להתקרר מעט עד שהוא סמיך אך עדיין נוזלי.

מתקבלת כמות גדולה – ניתן לשמור במקרר או במקפיא לשימוש חוזר.

לקצפת:
150 מ״ל שמנת מתוקה
כף אינסטנט פודינג
כף סוכר

מצרכים לקפה:
קרח
חלב
שוט אספרסו
קרמל (מההכנה)

הרכבה:
מקשטים את הכוס בקרמל, מוסיפים קרח, חלב ושוט אספרסו.
מזלפים מעל קצפת, מקשטים בקרמל ונהנים מכל שלוק 🤤🩷⁩",YES
213,29/04/2026,ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ז׳ דייט בזריחה,"ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ז׳ דייט בזריחה 🌅
תייגו את הפרטנר שיזרום איתכם על דייט מושקע כזה 👇🏻🥰",https://www.instagram.com/reel/DXt-xgniPIs/,DATE,,,,,,
214,12/05/2026,טבלת שוקולד קרם עוגיות,"טבלת שוקולד קרם עוגיות!! 
הקינוח הכי ממכר שתכינו — מבחוץ שכבת שוקולד חלב קראנצ’ית ובפנים קרם אוראו מושלם 😍 
אפשר לשמור גם במקרר וגם במקפיא 
אם אהבתם תגיבו ״מתכון״ ואשלח לכם 🩷",https://www.instagram.com/reel/DYPe_G9o1IH/,FOOD,טבלת שוקולד קרם עוגיות,SWEET,טבלת שוקולד,,,NO
215,15/05/2026,רולדת שמרים עוגת גבינה,"רולדת שמרים עוגת גבינה 🤍
מצרכים:
לבצק:
500 גרם קמח לחם
10 גרם שמרים יבשים
100 גרם סוכר
ביצה
100 גרם חמאה קרה חתוכה לקוביות
200 גרם שמנת חמוצה
50 גרם חלב
5 גרם מלח

למילוי:
500 גרם גבינה לבנה (2 קופסאות)
2 חלבוני ביצה
160 גרם אינסטנט פודינג וניל (2 חבילות)
כוס סוכר
כפית מחית וניל

לסירופ סוכר:
40 גרם סוכר
40 גרם מים רותחים

הכנה:
בקערת מיקסר נשים קמח, שמרים וסוכר ונערבב דקה
אפשר גם לערבב עם כף
אחר כך נוסיף את הביצה, השמנת והחלב ונלוש 5 דקות
אחרי שנראה שהבצק מתאחד נוסיף בהדרגה את החמאה
נחתוך את החמאה לקוביות קטנות וכל כמה שניות נוסיף קוביית חמאה
אחרי שכל החמאה נטמעה בבצק נוסיף את המלח ונלוש עוד 3 דקות
זמן הלישה משתנה בין מיקסר למיקסר כי לפעמים יש מיקסרים פחות חזקים
כדי לבדוק אם הבצק סיים את הלישה תבדקו האם יש בבצק רשת גלוטן
אם אתם לא בטוחים עדיף ללוש את הבצק עוד קצת
אחרי שהבצק סיים את הלישה שלו נניח אותו בקערה משומנת
ונשים את הבצק להתפחת לילה במקרר למינימום 8 שעות 
אחרי 8 שעות נוציא את הבצק מהמקרר וישר נתחיל לעבוד איתו 
*מהבצק יוצאות 2 רולדות אז בזמן שאתם עובדים על רולדה אחת את החלק השני של הבצק תשאירו במקרר

להכנת המילוי מערבבים גבינה לבנה, חלבון ביצה, אינסטנט פודינג, סוכר ומחית וניל עד לקבלת קרם חלק

מרדדים את הבצק למלבן וחותכים באמצע 
מורחים את המילוי באופן אחיד ומגלגלים כל חלק לרולדה 
ואז מלפפים את 2 הרולדות

מעבירים לתבנית ומתפיחים עד להכפלת הנפח
מורחים ביצה ואופים בתנור שחומם מראש ל-170 מעלות עד הזהבה 

מערבבים מים רותחים וסוכר עד שהסוכר נמס
מיד כשהרולדה יוצאת מהתנור מברישים בסירופ סוכר 
שימו לב שהסירופ סוכר צריך להיות קר כשמברישים אותו על העוגה 
בתאבון 🤍",https://www.instagram.com/reel/DYWTlGGI3cG/,FOOD,רולדת שמרים עוגת גבינה,SWEET,עוגת גבינה,"מצרכים:
לבצק:
500 גרם קמח לחם
10 גרם שמרים יבשים
100 גרם סוכר
ביצה
100 גרם חמאה קרה חתוכה לקוביות
200 גרם שמנת חמוצה
50 גרם חלב
5 גרם מלח

למילוי:
500 גרם גבינה לבנה (2 קופסאות)
2 חלבוני ביצה
160 גרם אינסטנט פודינג וניל (2 חבילות)
כוס סוכר
כפית מחית וניל

לסירופ סוכר:
40 גרם סוכר
40 גרם מים רותחים","הכנה:
בקערת מיקסר נשים קמח, שמרים וסוכר ונערבב דקה
אפשר גם לערבב עם כף
אחר כך נוסיף את הביצה, השמנת והחלב ונלוש 5 דקות
אחרי שנראה שהבצק מתאחד נוסיף בהדרגה את החמאה
נחתוך את החמאה לקוביות קטנות וכל כמה שניות נוסיף קוביית חמאה
אחרי שכל החמאה נטמעה בבצק נוסיף את המלח ונלוש עוד 3 דקות
זמן הלישה משתנה בין מיקסר למיקסר כי לפעמים יש מיקסרים פחות חזקים
כדי לבדוק אם הבצק סיים את הלישה תבדקו האם יש בבצק רשת גלוטן
אם אתם לא בטוחים עדיף ללוש את הבצק עוד קצת
אחרי שהבצק סיים את הלישה שלו נניח אותו בקערה משומנת
ונשים את הבצק להתפחת לילה במקרר למינימום 8 שעות 
אחרי 8 שעות נוציא את הבצק מהמקרר וישר נתחיל לעבוד איתו 
*מהבצק יוצאות 2 רולדות אז בזמן שאתם עובדים על רולדה אחת את החלק השני של הבצק תשאירו במקרר

להכנת המילוי מערבבים גבינה לבנה, חלבון ביצה, אינסטנט פודינג, סוכר ומחית וניל עד לקבלת קרם חלק

מרדדים את הבצק למלבן וחותכים באמצע 
מורחים את המילוי באופן אחיד ומגלגלים כל חלק לרולדה 
ואז מלפפים את 2 הרולדות

מעבירים לתבנית ומתפיחים עד להכפלת הנפח
מורחים ביצה ואופים בתנור שחומם מראש ל-170 מעלות עד הזהבה 

מערבבים מים רותחים וסוכר עד שהסוכר נמס
מיד כשהרולדה יוצאת מהתנור מברישים בסירופ סוכר 
שימו לב שהסירופ סוכר צריך להיות קר כשמברישים אותו על העוגה 
בתאבון 🤍",YES
216,20/05/2026,ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ח׳ דייט חימר,"ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ח׳ דייט חימר ✊🏻
מה אומרים למי יצא יותר יפה? 🤪❤️",https://www.instagram.com/reel/DYkByyoI4Fb/,DATE,,,,,,
217,26/05/2026,ברוכים הבאים לפרק העשירי בסדרה שלי ״איך לשדרג עוגת ביסקוויטים ״,"ברוכים הבאים לפרק העשירי בסדרה שלי ״איך לשדרג עוגת ביסקוויטים ✨״ 
ולכבוד הפרק העשירי הכנתי עוגת ביסקוויטים טריפל שוקולד שיוצאת משוגע!! 
אם אהבתם הגיבו ״מתכון״ ואשלח לכם מתכון 😍",https://www.instagram.com/reel/DYzfLC7ozN0/,FOOD,עוגת ביסקוויטים טריפל שוקולד,SWEET,עוגת ביסקוויטים,,,NO
218,01/06/2026,גלידוניות קורנפלקס מושלמות עכשיו לקיץ,"גלידוניות קורנפלקס מושלמות עכשיו לקיץ!!!

מצרכים:

לתחתית:
100 גרם קורנפלקס טחון
50 גרם חמאה מומסת

למלית:
250 מ״ל שמנת מתוקה
חצי גביע חלב מרוכז
1 כפית מחית וניל

לציפוי:
200 גרם שוקולד לבן
2 כפות שמן
60 גרם קורנפלקס מרוסק

אופן ההכנה:

הכנת התחתית:
מערבבים את הקורנפלקס הטחון עם החמאה המומסת עד לקבלת תערובת אחידה.
מהדקים לתבנית ומכניסים למקפיא בזמן הכנת המלית.

הכנת המלית:
מקציפים את השמנת המתוקה לקצפת יציבה.
מוסיפים את החלב המרוכז ואת מחית הווניל ומקפלים בעדינות עד לקבלת תערובת אחידה.
יוצקים מעל שכבת התחתית ומיישרים.
מכניסים למקפיא ללילה או לפחות ל-8 שעות.

הכנת הציפוי:
ממיסים את השוקולד הלבן עם השמן עד לקבלת תערובת חלקה.
מוסיפים את הקורנפלקס המרוסק ומערבבים היטב.

הרכבה:
מחלצים את הכל מהתבנית וחותכים לקוביות.
טובלים כל גלידונית בציפוי השוקולד הלבן והקורנפלקס.
מחזירים למקפיא לכ-15 דקות עד שהציפוי מתייצב.
שומרים במקפיא עד להגשה.

שימו לב: במיוחד בימים חמים הגלידוניות נמסות מהר, לכן מומלץ לחתוך לקוביות ולהוציא בכל פעם רק כמה קוביות לציפוי, ואת השאר להשאיר במקפיא עד השימוש.",https://www.instagram.com/reel/DZC6ahtIJQE/,FOOD,גלידוניות קורנפלקס מושלמות עכשיו לקיץ,SWEET,גלידה,"מצרכים:

לתחתית:
100 גרם קורנפלקס טחון
50 גרם חמאה מומסת

למלית:
250 מ״ל שמנת מתוקה
חצי גביע חלב מרוכז
1 כפית מחית וניל

לציפוי:
200 גרם שוקולד לבן
2 כפות שמן
60 גרם קורנפלקס מרוסק","אופן ההכנה:

הכנת התחתית:
מערבבים את הקורנפלקס הטחון עם החמאה המומסת עד לקבלת תערובת אחידה.
מהדקים לתבנית ומכניסים למקפיא בזמן הכנת המלית.

הכנת המלית:
מקציפים את השמנת המתוקה לקצפת יציבה.
מוסיפים את החלב המרוכז ואת מחית הווניל ומקפלים בעדינות עד לקבלת תערובת אחידה.
יוצקים מעל שכבת התחתית ומיישרים.
מכניסים למקפיא ללילה או לפחות ל-8 שעות.

הכנת הציפוי:
ממיסים את השוקולד הלבן עם השמן עד לקבלת תערובת חלקה.
מוסיפים את הקורנפלקס המרוסק ומערבבים היטב.

הרכבה:
מחלצים את הכל מהתבנית וחותכים לקוביות.
טובלים כל גלידונית בציפוי השוקולד הלבן והקורנפלקס.
מחזירים למקפיא לכ-15 דקות עד שהציפוי מתייצב.
שומרים במקפיא עד להגשה.

שימו לב: במיוחד בימים חמים הגלידוניות נמסות מהר, לכן מומלץ לחתוך לקוביות ולהוציא בכל פעם רק כמה קוביות לציפוי, ואת השאר להשאיר במקפיא עד השימוש.",YES
219,03/06/2026,ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ט׳ דייט טניס,"ממשיכים בסדרת הדייטים שלנו לפי הא׳-ב׳ והפעם האות ט׳ דייט טניס 🎾
עפנו על הדייט ברמות וזה אחלה גיוון ❤️
תרשמו לי אם אהבתם את הרעיון 😍✌🏻",https://www.instagram.com/reel/DZIHLuLoyjH/,DATE,,,,,,
220,05/06/2026,ברוכים הבאים לפרק 11 בסדרה שלי,"ברוכים הבאים לפרק 11 בסדרה שלי 
״איך לשדרג עוגת ביסקוויטים ✨״ והפעם- עוגת בומב אוראו מושחתת במיוחד!!!

מצרכים:
לעוגה:
2 מיכלי שמנת מתוקה
60 גרם אינסטנט פודינג וניל
60 גרם סוכר
250 גרם גבינה לבנה 9%
16 עוגיות אוראו שבורות גס
ביסקוויטי קקאו
חלב לטבילת הביסקוויטים

לגנאש:
75 גרם שוקולד מריר
50 גרם שוקולד חלב
90 מ״ל שמנת מתוקה

אופן ההכנה:

הכנת הקרם:
מקציפים את השמנת המתוקה עם הסוכר עד לקבלת קצפת רכה.
מוסיפים את האינסטנט פודינג ואת הגבינה הלבנה וממשיכים להקציף עד לקבלת קרם יציב ואחיד.
מוסיפים את שברי האוראו ומערבבים בעדינות.

הרכבה:
מרפדים קערה בניילון נצמד כך שכל פנים הקערה יהיה מכוסה.
טובלים את הביסקוויטים בחלב ומסדרים שכבה בתחתית הקערה 
מורחים שכבת קרם וממשיכים לסדר שכבות של ביסקוויטים טבולים בחלב וקרם עד שממלאים את הקערה. מסיימים בשכבת ביסקוויטים.

סוגרים עם שולי הניילון הנצמד ומכניסים למקפיא לכמה שעות, עד שהעוגה קפואה לחלוטין.

הכנת הגנאש:
ממיסים את השוקולד המריר, שוקולד החלב והשמנת המתוקה עד לקבלת גנאש חלק ואחיד.
מניחים לגנאש להתקרר מעט כך שיהיה קריר למגע אך עדיין נוזלי.
סיום:
מחלצים את העוגה מהקערה והופכים על רשת.
יוצקים מעל את הגנאש בצורה אחידה.
במידת הצורך ניתן להקפיא לכ-10 דקות ולצפות בשכבת גנאש נוספת לקבלת כיסוי מלא ואחיד.

מעבירים למקרר או למקפיא עד להגשה.

שימו לב: בהתאם לגודל הקערה ולגובה השכבות, ייתכן שיי",https://www.instagram.com/reel/DZMcHxIIxEN/,FOOD,עוגת בומב אוראו,SWEET,עוגת ביסקוויטים,"מצרכים:
לעוגה:
2 מיכלי שמנת מתוקה
60 גרם אינסטנט פודינג וניל
60 גרם סוכר
250 גרם גבינה לבנה 9%
16 עוגיות אוראו שבורות גס
ביסקוויטי קקאו
חלב לטבילת הביסקוויטים

לגנאש:
75 גרם שוקולד מריר
50 גרם שוקולד חלב
90 מ״ל שמנת מתוקה","אופן ההכנה:

הכנת הקרם:
מקציפים את השמנת המתוקה עם הסוכר עד לקבלת קצפת רכה.
מוסיפים את האינסטנט פודינג ואת הגבינה הלבנה וממשיכים להקציף עד לקבלת קרם יציב ואחיד.
מוסיפים את שברי האוראו ומערבבים בעדינות.

הרכבה:
מרפדים קערה בניילון נצמד כך שכל פנים הקערה יהיה מכוסה.
טובלים את הביסקוויטים בחלב ומסדרים שכבה בתחתית הקערה 
מורחים שכבת קרם וממשיכים לסדר שכבות של ביסקוויטים טבולים בחלב וקרם עד שממלאים את הקערה. מסיימים בשכבת ביסקוויטים.

סוגרים עם שולי הניילון הנצמד ומכניסים למקפיא לכמה שעות, עד שהעוגה קפואה לחלוטין.

הכנת הגנאש:
ממיסים את השוקולד המריר, שוקולד החלב והשמנת המתוקה עד לקבלת גנאש חלק ואחיד.
מניחים לגנאש להתקרר מעט כך שיהיה קריר למגע אך עדיין נוזלי.
סיום:
מחלצים את העוגה מהקערה והופכים על רשת.
יוצקים מעל את הגנאש בצורה אחידה.
במידת הצורך ניתן להקפיא לכ-10 דקות ולצפות בשכבת גנאש נוספת לקבלת כיסוי מלא ואחיד.

מעבירים למקרר או למקפיא עד להגשה.

שימו לב: בהתאם לגודל הקערה ולגובה השכבות, ייתכן שיי",YES
221,12/06/2026,עוגיות מיני קקאו ושוקולד לבן מושלמות לקורנפלקס,"עוגיות מיני קקאו ושוקולד לבן מושלמות לקורנפלקס!!!
מה אומרים? להתחיל סדרת קורנפלקס חדשה? 😍👇🏻

מצרכים:
100 גרם חמאה רכה
100 גרם סוכר חום
50 גרם סוכר לבן
1 ביצה
1 כפית תמצית וניל
180 גרם קמח
25 גרם אבקת קקאו איכותית
½ כפית אבקת אפייה
¼ כפית מלח
120 גרם פצפוצי שוקולד לבן

אופן ההכנה:

הכנת הבצק:

מערבבים את החמאה עם הסוכר החום והסוכר הלבן 
מוסיפים את הביצה ותמצית הווניל ומערבבים עד לאיחוד.
מוסיפים את הקמח, הקקאו, אבקת האפייה והמלח ומערבבים עד לקבלת בצק אחיד.
מוסיפים את פצפוצי השוקולד הלבן ומערבבים לפיזור אחיד.

עיצוב ואפייה:
שמים את הבלילה בשקית זילוף ומזלפים כדורים קטנים או יוצרים כדורים קטנטנים עם ידיים (מושלם לפעילות עם הילדים!) ומניחים על תבנית מרופדת בנייר אפייה.

אופים בתנור שחומם מראש ל-170 מעלות במשך 6-7 דקות.(מאוד משתנה בין תנור לתנור)

מצננים לחלוטין עד שהעוגיות הופכות פריכות.
שמים בקערה מוזגים חלב ונהנים מכל ביס של הקורנפלקס המושלם הזה!",https://www.instagram.com/reel/DZeb5pNoXKH/,FOOD,עוגיות מיני קקאו ושוקולד לבן מושלמות לקורנפלקס,SWEET,עוגיות,"מצרכים:
100 גרם חמאה רכה
100 גרם סוכר חום
50 גרם סוכר לבן
1 ביצה
1 כפית תמצית וניל
180 גרם קמח
25 גרם אבקת קקאו איכותית
½ כפית אבקת אפייה
¼ כפית מלח
120 גרם פצפוצי שוקולד לבן","אופן ההכנה:

הכנת הבצק:

מערבבים את החמאה עם הסוכר החום והסוכר הלבן 
מוסיפים את הביצה ותמצית הווניל ומערבבים עד לאיחוד.
מוסיפים את הקמח, הקקאו, אבקת האפייה והמלח ומערבבים עד לקבלת בצק אחיד.
מוסיפים את פצפוצי השוקולד הלבן ומערבבים לפיזור אחיד.

עיצוב ואפייה:
שמים את הבלילה בשקית זילוף ומזלפים כדורים קטנים או יוצרים כדורים קטנטנים עם ידיים (מושלם לפעילות עם הילדים!) ומניחים על תבנית מרופדת בנייר אפייה.

אופים בתנור שחומם מראש ל-170 מעלות במשך 6-7 דקות.(מאוד משתנה בין תנור לתנור)

מצננים לחלוטין עד שהעוגיות הופכות פריכות.
שמים בקערה מוזגים חלב ונהנים מכל ביס של הקורנפלקס המושלם הזה!",YES
222,10/07/2026,אמאלה איך כל כל הרבה שנים לא ידעתי כמה טוב זה פקאן מסוכר,"⁨	אמאלה איך כל כל הרבה שנים לא ידעתי כמה טוב זה פקאן מסוכר 🤯 
קבלו את הפרק ה-12 בסדרה שלי ״איך לשדרג עוגת ביסקוויטים״ והפעם עוגת ביסקוויטים פקאן מסוכר 💘 
עוגת ביסקוויטים פקאן מסוכר
ביסקוויטים טבולים בקפה 
לקרם 
500 מ״ל שמנת 
250 גרם גבינה לבנה 9% או גבינת שמנת 
80 אינסטנט 
80 סוכר 
100 גרם פקאן סיני גרוס להפנים 
לגנאש: 
170 שוקולד לבן 
60 שמנת 
30 גרם פקאן סיני גרוס (אפשר יותר או פחות תלוי כמה אתם אוהבים)

אופן ההכנה
בקערת המיקסר שמים את השמנת המתוקה והסוכר ומקציפים במשך כ־2 דקות, עד שמתחיל להיווצר קצף רך.
מוסיפים את אינסטנט הפודינג, מחית הווניל וגבינת השמנת, וממשיכים להקציף עד לקבלת קרם אחיד ויציב.
מוסיפים את הפקאן הסיני הגרוס ומקפלים אותו בעדינות לתוך הקרם בעזרת לקקן.
מכינים קפה לטבילת הביסקוויטים — אפשר להשתמש בשוט אספרסו או במים עם כפית קפה נמס.
טובלים את הביסקוויטים בקפה ומסדרים שכבה בתחתית התבנית. מורחים מעל שכבת קרם וממשיכים לסירוגין: ביסקוויטים, קרם, ביסקוויטים וקרם. אפשר להכין שתיים או שלוש שכבות ביסקוויטים, לפי הגובה והמרקם שאוהבים.
להכנת הגנאש, ממיסים את השוקולד הלבן והשמנת המתוקה במיקרוגל בפולסים של 30 שניות, ומערבבים בין פולס לפולס עד לקבלת גנאש חלק.
מניחים לגנאש להתקרר מעט, מוסיפים פקאן סיני גרוס בכמות שאוהבים ומערבבים.
יוצקים את הגנאש מעל העוגה ומעבירים למקרר למשך לילה, עד שהעוגה מתייצבת היטב.
ובתאבון מחכה לשמוע איך יצא 😍❤️",https://www.instagram.com/reel/DamgunpI1gA/,FOOD,עוגת ביסקוויטים פקאן מסוכר,SWEET,עוגת ביסקוויטים,"ביסקוויטים טבולים בקפה 
לקרם 
500 מ״ל שמנת 
250 גרם גבינה לבנה 9% או גבינת שמנת 
80 אינסטנט 
80 סוכר 
100 גרם פקאן סיני גרוס להפנים 
לגנאש: 
170 שוקולד לבן 
60 שמנת 
30 גרם פקאן סיני גרוס (אפשר יותר או פחות תלוי כמה אתם אוהבים)","אופן ההכנה
בקערת המיקסר שמים את השמנת המתוקה והסוכר ומקציפים במשך כ־2 דקות, עד שמתחיל להיווצר קצף רך.
מוסיפים את אינסטנט הפודינג, מחית הווניל וגבינת השמנת, וממשיכים להקציף עד לקבלת קרם אחיד ויציב.
מוסיפים את הפקאן הסיני הגרוס ומקפלים אותו בעדינות לתוך הקרם בעזרת לקקן.
מכינים קפה לטבילת הביסקוויטים — אפשר להשתמש בשוט אספרסו או במים עם כפית קפה נמס.
טובלים את הביסקוויטים בקפה ומסדרים שכבה בתחתית התבנית. מורחים מעל שכבת קרם וממשיכים לסירוגין: ביסקוויטים, קרם, ביסקוויטים וקרם. אפשר להכין שתיים או שלוש שכבות ביסקוויטים, לפי הגובה והמרקם שאוהבים.
להכנת הגנאש, ממיסים את השוקולד הלבן והשמנת המתוקה במיקרוגל בפולסים של 30 שניות, ומערבבים בין פולס לפולס עד לקבלת גנאש חלק.
מניחים לגנאש להתקרר מעט, מוסיפים פקאן סיני גרוס בכמות שאוהבים ומערבבים.
יוצקים את הגנאש מעל העוגה ומעבירים למקרר למשך לילה, עד שהעוגה מתייצבת היטב.
ובתאבון מחכה לשמוע איך יצא 😍❤️",YES
223,17/07/2026,עוגת שמרים שקדים נוטלה - אחד השילובים הנדירים לעוגת שמרים,"עוגת שמרים שקדים נוטלה - אחד השילובים הנדירים לעוגת שמרים 😍

לבצק
500 גרם קמח לחם
10 גרם שמרים יבשים
100 גרם סוכר
100 גרם חמאה קרה חתוכה לקוביות
200 גרם שמנת חמוצה
50 גרם חלב
5 גרם מלח

לקרם שקדים
140 גרם חמאה רכה מאוד
140 גרם אבקת סוכר
ביצה אחת
חצי כפית תמצית וניל
30 גרם קורנפלור
140 גרם שקדים מולבנים טחונים

בנוסף
350 גרם נוטלה (צנצנת קטנה)

למי סוכר
40 גרם סוכר
40 גרם מים רותחים

אופן הכנת הבצק:
בקערת המיקסר שמים את הקמח, השמרים והסוכר ומערבבים.
מוסיפים את החמאה, השמנת החמוצה והחלב ולשים כ־5 דקות.
מוסיפים את המלח וממשיכים ללוש עוד עד לקבלת בצק חלק וגמיש (יכול לקחת גם עוד 10 דקות תלוי במיקסר)

מעבירים לקערה, מכסים ומתפיחים במקרר למשך הלילה.

אופן הכנת קרם השקדים:
מערבבים את החמאה הרכה עם אבקת הסוכר עד לקבלת תערובת אחידה.
מוסיפים את הביצה, תמצית הווניל והקורנפלור ומערבבים.
לבסוף מוסיפים את אבקת השקדים ומערבבים לקרם חלק.

הרכבה:

מחלקים את הבצק לשני חלקים שווים.
מרדדים כל חלק למלבן.
מורחים שכבה דקה של נוטלה.
מקפלים את הבצק לשלוש כמו שמופיע בסרטון ומרדדים שוב למלבן.
מורחים מחצית מקרם השקדים.
מגלגלים לרולדה או חוצים לאורך וקולעים כמו בסרטון.
מניחים בתבניות אינגליש קייק מרופדות בנייר אפייה.
מתפיחים עד שהרולדות כמעט מכפילות את נפחן.
מורחים ביצה
אופים בתנור שחומם מראש ל־170 מעלות במשך 35–45 דקות עד להזהבה.

מי סוכר:
מערבבים את הסוכר עם המים הרותחים עד שהסוכר נמס לגמרי
מברישים את הרולדות במי הסוכר מיד כשהן יוצאות מהתנור
בתאבון ❤️",https://www.instagram.com/reel/Da4mVc5I2RM/,FOOD,עוגת שמרים שקדים נוטלה - אחד השילובים הנדירים לעוגת שמרים,SWEET,עוגת שמרים,"לבצק
500 גרם קמח לחם
10 גרם שמרים יבשים
100 גרם סוכר
100 גרם חמאה קרה חתוכה לקוביות
200 גרם שמנת חמוצה
50 גרם חלב
5 גרם מלח

לקרם שקדים
140 גרם חמאה רכה מאוד
140 גרם אבקת סוכר
ביצה אחת
חצי כפית תמצית וניל
30 גרם קורנפלור
140 גרם שקדים מולבנים טחונים

בנוסף
350 גרם נוטלה (צנצנת קטנה)

למי סוכר
40 גרם סוכר
40 גרם מים רותחים","אופן הכנת הבצק:
בקערת המיקסר שמים את הקמח, השמרים והסוכר ומערבבים.
מוסיפים את החמאה, השמנת החמוצה והחלב ולשים כ־5 דקות.
מוסיפים את המלח וממשיכים ללוש עוד עד לקבלת בצק חלק וגמיש (יכול לקחת גם עוד 10 דקות תלוי במיקסר)

מעבירים לקערה, מכסים ומתפיחים במקרר למשך הלילה.

אופן הכנת קרם השקדים:
מערבבים את החמאה הרכה עם אבקת הסוכר עד לקבלת תערובת אחידה.
מוסיפים את הביצה, תמצית הווניל והקורנפלור ומערבבים.
לבסוף מוסיפים את אבקת השקדים ומערבבים לקרם חלק.

הרכבה:

מחלקים את הבצק לשני חלקים שווים.
מרדדים כל חלק למלבן.
מורחים שכבה דקה של נוטלה.
מקפלים את הבצק לשלוש כמו שמופיע בסרטון ומרדדים שוב למלבן.
מורחים מחצית מקרם השקדים.
מגלגלים לרולדה או חוצים לאורך וקולעים כמו בסרטון.
מניחים בתבניות אינגליש קייק מרופדות בנייר אפייה.
מתפיחים עד שהרולדות כמעט מכפילות את נפחן.
מורחים ביצה
אופים בתנור שחומם מראש ל־170 מעלות במשך 35–45 דקות עד להזהבה.

מי סוכר:
מערבבים את הסוכר עם המים הרותחים עד שהסוכר נמס לגמרי
מברישים את הרולדות במי הסוכר מיד כשהן יוצאות מהתנור
בתאבון ❤️",YES
224,21/07/2026,מכירים את זה שאתם בדודא למשהו מלוח ומושחת,"מכירים את זה שאתם בדודא למשהו מלוח ומושחת?
אז זה בדיוק המתכון בשבילכם 😍
כדורי פירה עם מוצרלה ופרמזן, קריספיים מבחוץ וממכרים ברמות

לטיגון השתמשתי בסיר לטיגון העמוק של אגדורה

רוצים את המתכון ואת הקישור לסיר?
תגיבו לי ״מתכון״ ואשלח לכם הכול בפרטי 🩷

בשיתוף ממומן עם אגדורה @agadura_il",https://www.instagram.com/reel/DbDDuQ7okoJ/,FOOD,כדורי פירה עם מוצרלה ופרמזן,SAVORY,כדורי אנרגיה/ממתק,,,NO
